Word	OCR variants
madda [114]	kadda [82], padda [70]
istr [114]	ittr [55]
ywu [114]	yvu [67], ylu [109], vwu [57]
4li [114]	4ji [59], 4ii [113]
tect [113]	tecl [63], tict [56]
IMPA [113]	IMPE [87]
IRM [113]	IRS [101], IRN [65]
allir [113]	allis [66], allar [59], allur [53]
rodu [113]	ronu [85]
aburi [113]	apuri [103]
agoa [113]	agda [75]
baau [113]	buau [53], kaau [82], yaau [58], haau [72]
A32 [113]	I32 [52], J32 [51], C32 [60]
tllcy [113]	tlicy [104]
lamal [113]	lanal [62]
kampani [113]	kompani [65]
naxca [113]	naxta [61]
__V [113]	C_V [96], __C [96], __J [74]
buot [113]	buet [101], luot [58], fuot [50]
26A [113]	26S [84]
subjâ [113]	subjt [62]
menoe [113]	meroe [58]
anje [113]	ajje [68]
tzz [113]	tlz [110], tzl [104], tzn [63]
welded [113]	welled [62], wedded [112]
dzú [113]	dzr [95]
ma8 [113]	mi8 [73], mo8 [54], ta8 [80]
taapu [113]	taaku [50]
mulil [113]	mulin [54]
anph [113]	enph [72]
baawo [113]	baalo [66]
75Â [113]	7TÂ [68]
senneng [113]	kenneng [53]
tlkw [113]	tikw [89]
õole [113]	õoly [61]
kasto [113]	jasto [91], kasti [77]
miira [113]	miima [67], miiru [81], giira [96], liira [59], tiira [95]
ekdm [113]	ekda [67]
lanl [113]	lonl [92], lajl [61], llnl [81], lacl [53], lenl [56], lanq [56]
opoto [113]	owoto [82]
heso [113]	heyo [103]
foamy [113]	foams [62]
gms [113]	gns [107]
suelo [113]	suele [62]
nnong [113]	unong [69]
herin [113]	cerin [75]
raati [113]	saati [89]
avva [113]	atva [56]
arij [113]	irij [83]
åçãé [113]	pçãé [53]
mamd [113]	mdmd [60], mamt [72], maml [103]
rnak [113]	rnar [89]
asino [113]	atino [82]
kinji [113]	kunji [109], tinji [53]
citu [113]	cilu [58]
itfu [113]	itft [72]
tß [113]	aß [65]
spek [113]	stek [108]
nya4 [113]	nga4 [54]
vds [113]	vfs [50], fds [67], vdm [57], jds [62]
NFM [113]	NGM [52]
kuuma [113]	kuuta [76], kuuya [94], kuima [63], kuura [105]
ttut [113]	ttct [61], ftut [51], ttum [55], ttul [59], ttur [53], ttnt [72]
fuyu [113]	fusu [67], luyu [71]
EADV [113]	PADV [62]
kunul [113]	kukul [80]
fut3 [113]	out3 [56]
xeeb [113]	xeen [58], seeb [80]
diene [113]	siene [67]
jkx [113]	jkt [91], jpx [58], jkp [50]
meib [113]	meim [93], reib [95]
owow [113]	owoy [52]
wan4 [113]	man4 [65]
toning [113]	tining [69]
haaha [113]	taaha [51], haasa [54], hasha [52], maaha [54]
coreâ [113]	soreâ [108]
tsutsu [113]	tsutsa [67]
VDLG [113]	VDQG [58]
diird [113]	diiri [64], iiird [80]
ehw [113]	uhw [96], ohw [74], eiw [84]
suå [113]	cuå [58], duå [70], siå [60], luå [112]
issta [113]	isita [90]
clal [113]	clul [54], hlal [74]
barasa [113]	baraza [67], marasa [98]
kisk [113]	nisk [92], pisk [95]
muil [113]	muij [81], mpil [56], suil [102]
lmv [113]	lmh [85], lrv [74]
nfter [113]	ofter [86], nftcr [50]
llet [113]	rlet [57], llft [108], llnt [53], llrt [76]
fles [113]	flos [76], gles [112], flis [65], flas [86], flen [72]
somay [113]	somai [57]
ucit [113]	acit [92]
irih [113]	orih [72]
esá [113]	etá [103], eká [68]
phja [113]	khja [60], thja [84]
kójó [113]	kóló [54], kóró [53], kóbó [57]
muer [113]	moer [78], maer [101]
frin [113]	ftin [109]
19t [113]	1ut [95], 1ct [84]
salaw [113]	salap [93], malaw [67], salaq [54], salay [82]
schã [113]	schr [66]
mataâ [113]	matae [63], makaâ [95]
datif [113]	gatif [50]
inglish [113]	bnglish [87], znglish [96], knglish [68]
wohe [113]	rohe [75], wowe [97], wohi [87]
tin1 [113]	tinc [94], kin1 [95]
udhar [113]	idhar [55]
folâ [113]	folc [82]
piaq [113]	pwaq [92], tiaq [93], piaj [55], piah [95], jiaq [75], kiaq [60], puaq [92]
kechil [113]	kachil [53]
ieza [113]	seza [65]
futil [113]	kutil [88]
rasti [113]	raste [55], dasti [94], rahti [52]
ilà [113]	mlà [65], ità [62]
mamao [113]	mamae [109], mamau [79]
staw [113]	stax [83]
lekol [113]	lekbl [50]
køs [113]	køe [93]
nyiri [113]	nyili [80], nyiki [64], nyiru [57], njiri [63]
kwong [113]	klong [94]
irá [113]	imá [54], iyá [52], iwá [58], ilá [67], trá [68], iká [64]
morts [113]	mortk [89]
tawera [113]	tauera [53]
RNH [113]	ROH [53], RPH [110], REH [95], DNH [60], LNH [83]
kumana [113]	fumana [72], kumona [75], komana [50]
anco [113]	aeco [59], aneo [69]
ainâ [113]	aitâ [75]
waika [113]	waira [62], waila [87]
itiyi [113]	itini [94]
majira [113]	majina [57]
ferri [113]	werri [70], yerri [71]
PDT [113]	PMT [75], PVT [55], NDT [95]
éji [113]	ési [66]
stnu [112]	sfnu [69], stna [70]
l44 [112]	l4l [77], y44 [65], i44 [102], a44 [83], t44 [77]
kujara [112]	kurara [70]
hík [112]	híl [51], kík [51], cík [63], ník [50]
ådat [112]	ådah [90]
dai4 [112]	mai4 [91]
nonda [112]	wonda [67], donda [85]
muú [112]	mtú [66], mbú [70]
ghoe [112]	ghom [91], ghon [106], gloe [57]
kalasa [112]	balasa [78]
menk [112]	mesk [99], renk [52]
decant [112]	recant [59]
992a [112]	992b [93]
swul [112]	pwul [68], swua [89], twul [106], cwul [99]
wotâ [112]	worâ [89], botâ [87]
hakani [112]	hakati [80], hakari [63], hakami [65]
YSD [112]	YSG [50]
samâ [112]	sarâ [54], salâ [101], jamâ [63]
lnac [112]	inac [92]
wella [112]	welli [60]
vats [112]	xats [55]
hoji [112]	hooi [103], hojo [57]
wrn [112]	wfn [53], qrn [76], wzn [54], wrw [72], wrs [93], wwn [64], wcn [95]
indon [112]	indog [85], indos [56]
xdji [112]	idji [102]
qqâ [112]	cqâ [59], qqt [78], rqâ [50], sqâ [90], qtâ [71], hqâ [62], eqâ [90], lqâ [59]
tarih [112]	tariq [62]
olvasta [112]	olvassa [52]
BBD [112]	BOD [98]
åq [112]	åi [78], åp [57]
WKRVH [112]	ZKRVH [69]
urry [112]	erry [85], urrl [56]
nql [112]	nqr [56], qql [90], nvl [85], kql [55], cql [58]
gwil [112]	swil [59], gbil [58], owil [51]
couth [112]	aouth [59], nouth [108]
cnk [112]	cnv [67], cnb [73], snk [93]
bloe [112]	bloh [61]
kumd [112]	kuml [59], kamd [75]
ceii [112]	heii [60], cefi [78], leii [82], cemi [106], peii [66]
2IO [112]	2PO [100]
nlui [112]	nlfi [53], llui [55], nlai [51], nuui [94], niui [68]
alsc [112]	alsn [54], alsu [81]
kwalu [112]	kwatu [82]
S81 [112]	SG1 [94], SB1 [68]
umara [112]	umare [50], umata [53]
bed0 [112]	bes0 [55]
191a [112]	191b [97]
inaku [112]	enaku [95], inamu [84], unaku [78]
V__ [112]	I__ [58], L__ [93], C__ [75], V_C [54]
nazu [112]	naau [78], naiu [101]
tasíi [112]	taníi [76]
tsï [112]	teï [100]
nitc [112]	bitc [54]
SDUWV [112]	SDUWO [77]
head2 [112]	headl [87], headi [63]
kuluka [112]	kulaka [109], kulika [60]
164a [112]	164b [103]
moire [112]	maire [110]
marluka [112]	marluga [110]
laot [112]	luot [58], saot [75], laht [55]
buqa [112]	luqa [85], buia [100]
taic [112]	tuic [57], tahc [59], taiu [99]
vhana [112]	phana [111], vhona [103]
miyala [112]	miyalk [56], mijala [50]
mosadi [112]	mosali [77]
nolc [112]	nilc [55]
hálè [112]	hála [67]
salasa [112]	salata [70]
gupi [112]	gugi [72], gipi [72], gufi [61], gupu [110], gupe [55]
bök [112]	bög [57]
zangyu [112]	zangzu [57]
1ij [112]	1im [104], 1io [85], 1ic [100], 1ib [55], 1lj [85], 1iu [73], 1tj [83]
kwic [112]	awic [71], kwec [62], kwiy [109]
biá [112]	bwá [53], brá [110]
pirra [112]	pirta [58], perra [66], tirra [92], dirra [64]
nom2 [112]	nomx [70], num2 [61], nomt [101], nomm [76]
presser [112]	tresser [61]
au2 [112]	ap2 [68], ab2 [61], nu2 [107], su2 [86]
179a [112]	179b [100]
calder [112]	nalder [52]
scy [112]	scf [75]
26â [112]	26o [102], 26v [101], 26l [90]
partit [112]	partis [93]
série [112]	syrie [55]
mnjn [112]	mnjh [53]
CPZ [112]	CPV [106]
piero [112]	pieri [92]
MMH [112]	MML [58], MMI [54], MHH [76], MMR [66]
upk [112]	uwk [65], ipk [104], uyk [89], epk [85]
pasear [112]	passar [80]
LXI [112]	LXV [108], LOI [55]
nomer [112]	nomor [106]
berten [112]	bertin [55]
indicativ [112]	indicatif [100]
onaji [112]	onazi [109]
nyilyamo [112]	lyilyamo [55]
albe [112]	alne [50], arbe [59]
ohna [112]	otna [98], ehna [75]
cipal [112]	cipan [76]
GAM [112]	BAM [51], HAM [73], GAS [72], GUM [64], YAM [110], GAN [83], GAI [99], GIM [62], GAD [77], MAM [106]
anoma [112]	ahoma [51]
gài [112]	bài [54], gàr [95]
schi [112]	schr [66]
194a [112]	194b [89]
apuru [112]	apulu [78], apupu [51]
daiya [112]	kaiya [107], saiya [89]
MOJ [112]	TOJ [67], SOJ [54], MOU [58], OOJ [111]
budda [112]	sudda [64]
buska [112]	muska [74], busca [81], baska [110]
imoh [112]	imok [72]
olat [112]	klat [102], omat [87], nlat [58], blat [102], glat [77], dlat [90]
28v [112]	i8v [57], 28l [58], 28g [72]
parol [112]	pakol [56], parok [67], parom [96]
gult [112]	galt [108], gumt [66]
nadin [112]	sadin [102], nakin [82]
fonologie [112]	tonologie [51]
kapaya [112]	kamaya [57]
cott [112]	cett [67], fott [50], citt [65]
twai [112]	tkai [50], zwai [64]
presa [112]	preva [70], prosa [73]
bpg [112]	ipg [92]
baco [112]	bace [96]
goong [112]	grong [75], moong [56], yoong [55]
mbamba [112]	mpamba [52], mwamba [74]
WIL [112]	WIU [60], WIJ [79], WEL [58]
aksum [112]	akkum [96]
shortt [112]	shorte [75]
fested [112]	gested [87], fected [98]
baril [112]	barit [101], batil [68]
IC1 [112]	ICJ [83], IS1 [72], ICG [77], IF1 [70], IN1 [62]
egdi [112]	etdi [53], agdi [62]
EHLQJ [112]	EULQJ [58]
t5i [112]	i5i [93], a5i [59]
yjo [112]	yvo [50], hjo [99], yjs [52], yjt [68], yjn [111]
pírí [112]	parí [91], kírí [58]
alada [112]	alida [55]
ronge [112]	donge [97]
aboro [112]	aburo [81], abora [88]
1ssm [112]	1ssc [56]
vapa [112]	oapa [59]
uald [112]	dald [83]
wét [111]	wén [81], wél [53]
amato [111]	amoto [61], amalo [52]
ubii [111]	obii [71]
trese [111]	trece [93]
hurr [111]	turr [86], hirr [84]
jupe [111]	jume [68]
janja [111]	yanja [51], lanja [76]
INSV [111]	INSG [69]
aö [111]	eö [57], zö [55], uö [54], pö [97], iö [105]
daxal [111]	daxil [52]
kutc [111]	katc [80]
loes [111]	poes [61], loas [105]
bnmsq [111]	bdmsq [68]
uuts [111]	quts [90], xuts [88], uits [61]
bawur [111]	bawar [104], bagur [63]
fupi [111]	fufi [60]
alge [111]	elge [54], ilge [58]
seera [111]	seela [67], neera [61], beera [104]
taag [111]	saag [93], taad [68], paag [75]
augen [111]	mugen [50], ougen [61]
ukm [111]	nkm [52], ujm [67], uwm [74], ubm [58], dkm [87], udm [110]
REPT [111]	REPI [73]
nawara [111]	nawala [92]
tagh [111]	sagh [51]
haway [111]	hawas [73]
sikap [111]	sikat [98]
cal1 [111]	fal1 [93]
ngumbu [111]	ngambu [105]
huyi [111]	suyi [56], huye [84], heyi [79]
kusta [111]	busta [50], pusta [75], susta [69]
marnda [111]	barnda [60], yarnda [55], garnda [106], mirnda [71], warnda [81]
tntr [111]	ontr [71], tnte [60], tntn [62], trtr [72], thtr [96], tttr [65], tnar [59], tntl [57], tntt [62], tftr [50], tltr [82], tnrr [59], tatr [59]
bulot [111]	bulon [75]
yulka [111]	bulka [67], yalka [71]
nyá2 [111]	nyd2 [77]
leyd [111]	leid [108]
heena [111]	heuna [52]
ED06 [111]	ID06 [92]
õù [111]	uù [52], õi [56], õr [69]
ten1 [111]	tenl [92]
kusika [111]	kubika [102], musika [89], kujika [74], kutika [71]
rã¹ [111]	pã¹ [76], qã¹ [54], jã¹ [62], dã¹ [62], kã¹ [98], zã¹ [50]
altos [111]	altas [58]
ãí [111]	ãm [76], ãg [104], ãf [95], ãr [107], ãq [61], qí [101]
bol0o [111]	bolso [66]
widdi [111]	biddi [105], middi [80], jiddi [97]
òè [111]	xè [93], òp [56], eè [71], oè [87], òy [86], òa [65], zè [72], òn [105], òo [68], òk [102]
ýä [111]	ýo [83]
baili [111]	baiti [71]
juxa [111]	jaxa [76]
taeao [111]	tatao [52]
vays [111]	vals [92], yays [58]
COY [111]	COC [70], TOY [89], COD [94], COK [55]
rden [111]	lden [61], rmen [70]
ngonda [111]	ngenda [68]
ëï [111]	ëc [86], ëg [75], ëm [66], ël [55], ëp [69], ëu [60], qï [59]
rabya [111]	rabta [57]
wirib [111]	dirib [65]
okara [111]	onara [63]
wadan [111]	jadan [81]
kerb [111]	kerf [65], kurb [78]
gwapa [111]	guapa [77]
ngase [111]	naase [81]
natca [111]	patca [53]
molio [111]	mollo [91]
UCSB [111]	UCSD [107]
binl [111]	jinl [87], cinl [70], birl [109]
briar [111]	brier [102]
it4 [111]	at4 [68], ft4 [54], tt4 [74]
olya [111]	ooya [81], wlya [74], osya [66], tlya [94]
disapproved [111]	disapproves [54]
lnni [111]	mnni [68], jnni [61]
PLO2 [111]	PLON [54]
sigaret [111]	cigaret [79]
amaga [111]	asaga [67], apaga [63], amaba [55]
vdir [111]	tdir [66]
ibw [111]	ubw [61], lbw [96], tbw [74], ibg [92], ivw [76], bbw [55], ibq [93], kbw [75]
loky [111]	lokt [96]
nilj [111]	nalj [99], nilt [93]
mukok [111]	mulok [69]
4it [111]	4if [54], 4ia [60]
buhl [111]	kuhl [62]
2pers [111]	lpers [86]
envied [111]	envies [60]
giis [111]	giie [67]
ilow [111]	ilor [58], iiow [102], itow [56]
inug [111]	inur [83]
intns [111]	intnt [51], intrs [96]
ÇÝ [111]	ÇI [55]
manea [111]	kanea [64], manee [85], malea [50]
obf [111]	ohf [94], tbf [83], obc [90], ibf [87], odf [83]
sawwa [111]	sawwi [88], satwa [56]
74v [111]	74e [57]
toyd [111]	toyj [64]
takona [111]	takuna [60]
wàj [111]	wàl [69], wàn [66], wày [58], wpj [59], pàj [63], wàr [85]
ÈÓ [111]	MÓ [60]
lart [111]	lert [85], larn [110], llrt [76], lirt [54]
timbak [111]	tombak [106], tembak [68]
aliis [111]	alios [76]
deere [111]	beere [94], zeere [57]
kikai [111]	kykai [53]
njq [111]	ijq [104], nxq [109], rjq [71], ojq [51], vjq [53], tjq [63], ljq [59], njw [106], ndq [110], njy [102], npq [72], nnq [69]
sobie [111]	tobie [50]
asae [111]	asoe [62]
iyey [111]	iyet [69], icey [51]
faura [111]	haura [53], naura [73]
RË [111]	HË [52], FË [72], EË [60]
yál [111]	lál [53], wál [98], bál [94], yáw [56], nál [53], gál [96], yák [55], yád [54], yág [82], mál [104]
seys [111]	neys [80], yeys [58], segs [71]
imü [111]	itü [73]
oijo [111]	gijo [64], oiio [54], oifo [67]
smj [111]	swj [50], sgj [102], fmj [73], sdj [105], hmj [85], mmj [85], pmj [53]
doii [111]	poii [107], deii [64], dlii [67], ddii [61]
putin [111]	puton [52]
reia [111]	deia [74], reic [62]
medin [111]	madin [103]
exer [111]	eler [87]
munka [111]	muska [74], sunka [104], munia [68]
imur [111]	imut [98]
36v [111]	36o [107], l6v [97]
imoto [111]	ikoto [65]
lnrs [111]	ltrs [60]
kanakanavu [111]	kanakanabu [78]
ataku [111]	ataki [86]
buaa [111]	muaa [59], buau [53], duaa [72], buar [81]
sorin [111]	soron [64]
noaj [111]	nooj [104]
xfl [111]	xml [74], qfl [91], xfj [84], xft [94], xsl [51]
barabar [111]	barobar [82]
tse5 [111]	tsi5 [54]
ngime [111]	ngeme [55], ngiye [60], ngimi [97]
tõn [111]	tõt [64]
messa [111]	mesma [79]
natia [111]	matia [97]
MARI [111]	MIRI [55], MARA [67], PARI [81], MALI [63], MANI [93], MATI [65]
ndene [111]	ndewe [79]
ggur [111]	ggut [52], ggup [91]
touo [111]	tooo [82]
909E [111]	909F [51]
etit [110]	etil [87], ltit [68], btit [82], efit [58]
dualâ [110]	duall [65]
timun [110]	timin [85], tumun [102]
tsjem [110]	tsiem [54]
toile [110]	voile [87]
dadau [110]	kadau [51]
kuris [110]	kurit [105], kurie [63]
karki [110]	kalki [82], karpi [69]
hadia [110]	hatia [89]
ne9 [110]	ke9 [55]
kwachi [110]	kwashi [59]
asuh [110]	aluh [56]
lewi [110]	leii [82]
butta [110]	butwa [54], botta [95]
fooi [110]	gooi [72]
76f [110]	7ff [55]
nño [110]	nñe [84], nñu [52]
yïra [110]	yïre [54]
hwara [110]	huara [59]
fhh [110]	fhu [107], jhh [64], fhn [61], ghh [56], rhh [53]
mlan [110]	mlam [51], mlin [96], mlak [52]
lachi [110]	lashi [51]
iskai [110]	iskay [80]
zki [110]	wki [96], zgi [57], zni [72], zmi [86], zka [69]
ggat [110]	ggap [71], mgat [60], ggot [51], ggut [52]
itiri [110]	itini [94], ntiri [50], ikiri [96]
ikata [110]	ikapa [58]
ciat [110]	ciag [72], iiat [87], hiat [52], ciar [56]
lohar [110]	johar [76]
owto [110]	oyto [105], odto [56]
thi8 [110]	thif [92]
waree [110]	wacee [72]
AG3 [110]	AGP [106]
arrivé [110]	arrivc [50]
159a [110]	159b [79]
wsy [110]	fsy [56], wsk [80], bsy [54]
tavala [110]	tavalu [106]
yabus [110]	dabus [79]
hutt [110]	httt [68]
thesee [110]	thosee [56]
zo33 [110]	lo33 [67], no33 [89], so33 [62], xo33 [67], to33 [84], mo33 [88], po33 [94]
laoshi [110]	yaoshi [59]
niala [110]	nilla [108]
sapul [110]	tapul [66], sapuh [50], sayul [88]
djiri [110]	djili [70], djirr [89], njiri [63]
HABÂ [110]	HABN [62]
tamulians [110]	tamilians [57]
ukula [110]	ulula [61], ikula [68]
netan [110]	netah [88], netin [55]
qunu [110]	quni [67], lunu [109]
suon [110]	juon [91], ruon [56], suoo [73], surn [70], syon [56]
pää [110]	bää [70], päx [91]
newal [110]	tewal [54]
babala [110]	babana [58], bababa [71], babara [59]
corc [110]	cerc [81]
gumma [110]	gomma [52], numma [89]
kulik [110]	kusik [59], kulok [60], kutik [55], kunik [68], kurik [105]
noat [110]	nlat [58], nrat [81], nokt [61], noht [54]
parnti [110]	jarnti [103], marnti [61], warnti [98]
iset [110]	iyet [69], ibet [58], oset [63], ieet [50]
gyc [110]	gfc [106], ghc [82], gbc [89], gyj [72]
akae [110]	akaf [54], akac [80]
HIND [110]	BIND [87]
asga [110]	adga [54]
terj [110]	merj [97], serj [97], turj [83]
unita [110]	uniti [64]
orogonu [110]	orovonu [102]
dunne [110]	dunna [84], dinne [50]
aprumô [110]	apruma [93]
guussi [110]	duussi [68]
paaga [110]	paaka [91]
seon [110]	sbon [57], teon [76]
xota [110]	aota [82]
liut [110]	iiut [64], lirt [54], liui [80], lict [61], lium [93]
meeqa [110]	meeza [51]
naev [110]	naeh [53]
2sgdet [110]	isgdet [75]
pult [110]	kult [89], pllt [76], polt [55]
hee3 [110]	hei3 [51]
froh [110]	floh [73]
holog [110]	nolog [74]
iyik [110]	ayik [72]
ñµ [110]	ñr [51]
dize [110]	diwe [80], tize [81]
BATTLE [110]	BOTTLE [73]
olympic [110]	olympia [55]
vija [110]	eija [104]
otuh [110]	otum [97]
SHONA [110]	SIONA [105]
eannad [110]	xannad [73]
yên [110]	tên [88]
iapa [110]	oapa [59], iape [60]
xo6 [110]	ro6 [107]
2pm [110]	2pr [58], 2po [98], 2pn [103], 2pf [81]
worryâ [110]	sorryâ [70]
glib [110]	glit [56]
djini [110]	djili [70]
pesen [110]	pesan [98]
ipod [110]	ipou [51]
njal [110]	ljal [64], njil [99], nzal [54]
njar [110]	nnar [93], njir [87], rjar [60], njah [60]
kolli [110]	kolle [106]
SJ6 [110]	IJ6 [88]
c1765 [110]	cl765 [72]
tantara [110]	tentara [93]
lander [110]	vander [55]
qarn [110]	qarr [61], qain [87]
yaniy [110]	yanin [109]
ãdu [110]	ãdd [61]
kuam [110]	kuas [53], koam [60], puam [63], huam [50], kuim [70]
mahea [110]	malea [50], mahef [62], mahei [57]
hnyi [110]	hnei [73], hnai [65]
gáw [110]	táw [69], gáy [55], jáw [65], yáw [56], gár [67], gám [87], gál [96]
mahs [110]	mahz [77], pahs [58], kahs [67]
fioo [110]	ffoo [104], floo [107], rioo [55], kioo [52], fioi [83]
marram [110]	marran [58]
vaguna [110]	vagana [105]
kuzhu [110]	kushu [98]
centu [110]	cente [106]
kantha [110]	mantha [79], kantja [66]
vacu [110]	vaiu [74]
prakrta [110]	prdkrta [86]
lajh [110]	lalh [73], lajn [55]
irag [110]	iraw [96], iyag [51], irog [64]
oppi [110]	oopi [53], opai [62]
hcb [110]	ocb [68], lcb [90], hcg [54], jcb [52], hcj [86], tcb [106]
tuted [110]	tured [83], buted [57]
slla [110]	slta [93], sdla [82], hlla [62]
poye [110]	poyi [98], poze [78], poje [55]
furh [110]	burh [80]
aest [110]	xest [50]
amuy [110]	akuy [90], amuu [52]
3ab [110]	3ai [78]
IDC [110]	IDN [55], IDQ [93]
hubei [110]	hebei [79]
batara [110]	batari [56]
taloa [110]	tawoa [97], taroa [55], kaloa [70], laloa [73], talna [93]
asts [110]	astr [70]
ngandu [110]	nyandu [69]
pamper [109]	tamper [57]
helan [109]	holan [73], lelan [65]
balau [109]	balar [93], halau [55]
bitsâ [109]	bitaâ [54], nitsâ [77]
keey [109]	meey [79]
gekk [109]	tekk [67]
8ct [109]	8et [67], 8tt [98], 8ft [60]
parbati [109]	parvati [69]
katawa [109]	kamawa [58], tatawa [68], ketawa [80], katala [90], kalawa [74]
lente [109]	bente [102], lante [68], lenta [90], vente [82]
wardji [109]	waadji [75]
ºâ [109]	ºn [64]
slated [109]	ulated [51]
xtc [109]	xtf [69], xtm [73], gtc [53], btc [98], xtx [54]
ehke [109]	ehko [53], ehki [66], ihke [52], ehkw [72]
3on [109]	3ov [51]
SEES [109]	SEEN [76], SEEM [95], SEED [56], SSES [56]
labt [109]	lebt [83]
óbí [109]	mbí [90], óní [59]
harua [109]	warua [77], larua [53], darua [84], parua [51]
tarii [109]	tarsi [71], takii [85], tarti [71]
1ah [109]	1ag [63], 1ac [52], 1lh [68]
BIS [109]	FIS [57], MIS [85], BIB [55], JIS [86], OIS [71]
rulu [109]	ralu [95], iulu [52], rufu [61], uulu [67]
hwani [109]	gwani [66]
rirst [109]	riest [57], pirst [98]
l1ke [109]	ltke [61]
safra [109]	sahra [78], saira [50]
amaru [109]	adaru [63], amatu [66], amanu [97], agaru [108]
CT1 [109]	QT1 [97]
khuang [109]	khyang [90], thuang [76]
durk [109]	durl [86], durj [79]
206a [109]	206b [71]
kûl [109]	wûl [70]
185a [109]	185b [89]
alava [109]	akava [63]
piriwal [109]	piriwil [94]
thola [109]	thoka [79], thila [84]
yunka [109]	punka [89]
itao [109]	ttao [54], itlo [69], itno [50], itae [67]
lantas [109]	lantai [83]
tsufi [109]	tsuii [68]
bafi [109]	befi [58], gafi [95], yafi [87], baui [69], pafi [98], bofi [77], jafi [64]
öç [109]	öp [75], öw [84], fç [75], öm [85], ög [91]
linq [109]	jinq [93], dinq [52], liiq [64]
aaed [109]	aded [102], aaes [74]
raitim [109]	taitim [88], haitim [56]
HUA [109]	HUT [100], HIA [84], GUA [82], HUI [78], NUA [92]
poit [109]	poii [107], ioit [56], ptit [106]
ndono [109]	ndobo [90]
duir [109]	kuir [77]
182a [109]	182b [97]
saao [109]	saaf [50], saau [77], maao [82]
1cu [109]	1ci [106]
1cm [109]	1im [104], 1cr [80], 1ct [84], vcm [62], 1mm [98], 1ci [106], 1tm [51], 1cl [100]
unika [109]	enika [54]
korua [109]	koroa [71], koruo [81], kokua [65], kolua [79]
ruja [109]	ruju [99], huja [85], luja [57]
chiwo [109]	chivo [59], chilo [92]
53â [109]	53f [92]
bcs [109]	bcf [81], bps [94], kcs [107]
ogos [109]	ogow [56], otos [79], ogor [98], ogoh [61]
30v [109]	30i [59], 30e [106], 30o [67]
desen [109]	deden [88]
nidan [109]	nihan [86]
naora [109]	naura [73]
makata [109]	makasa [60], makaka [93], makaya [75], kakata [74], makuta [86]
nás [109]	kás [80], wás [90], nál [53], tás [98]
faag [109]	faad [64]
siip [109]	riip [53], siic [54], ciip [62]
1ih [109]	1im [104], 1iu [73], 1io [85], 1ik [108], 1ib [55]
burnedâ [109]	buriedâ [72]
ijty [109]	ijta [62]
oped [109]	pped [78]
manuia [109]	manaia [54]
supo [109]	hupo [64]
owos [109]	okos [62], owas [58]
ntation [109]	etation [81]
kwija [109]	kwika [67], kwipa [102]
qarra [109]	larra [88]
urug [109]	urig [67], uruq [51]
kunwok [109]	gunwok [59]
afor [109]	ayor [78]
QRWHG [109]	QRWHV [51]
l1d [109]	lfd [81], l1g [53], u1d [86], l1r [86], l1o [103]
gi6 [109]	bi6 [82]
igel [109]	egel [68]
6or [109]	6rr [57], 6oa [66], 6oc [64], 6ol [76], 6ok [55], 6ot [95], 6tr [92]
bandag [109]	mandag [60]
aaaaa [109]	aataa [82], aalaa [85]
ddle [109]	ndle [95]
ilated [109]	ilates [73]
itss [109]	itst [71]
ÇØ [109]	ÇI [55]
owq [109]	twq [96], owj [65]
ASSÂ [109]	ASTÂ [89]
ekja [109]	erja [80]
RELPST [109]	REMPST [62]
dyaau [109]	dyaag [96]
wulang [109]	mulang [82]
ajim [109]	azim [53], ajit [106], ijim [91]
rrat [109]	rrtt [59], rrai [78], rrap [56], rrit [92], rral [94]
IND2 [109]	INDC [50], INT2 [66]
shuu [109]	shup [66], shnu [64]
etg [109]	ehg [62], emg [87], ebg [57], ctg [91]
kirka [109]	cirka [53], kirna [50], birka [73]
iksa [109]	iasa [106]
sbat [109]	snat [100], sbai [69]
kmg [109]	ktg [65], gmg [66], ymg [51]
liquorâ [109]	liquors [98]
mëe [109]	mëj [100], pëe [64]
kalamay [109]	kalamdy [50]
orno [109]	orni [83]
babâ [109]	bacâ [89], babl [65]
unza [109]	unzi [87]
grem [109]	grum [96], drem [102], greb [52]
aclj [109]	acli [74], arlj [96]
iqua [109]	iqka [53], iiua [90]
tager [109]	taler [80], taget [64]
okat [109]	okit [77], okut [66], okap [57], omat [87], oket [67], ekat [83]
balen [109]	kalen [76], balet [98], dalen [60]
knia [109]	knta [58]
spros [109]	ppros [64]
tages [109]	taget [64]
ziru [109]	zifu [63], zaru [84], zitu [94], zibu [72], zire [61], zimu [100], ziro [84]
cots [109]	bots [61], coss [62], fots [86]
burntâ [109]	burstâ [106]
romu [109]	remu [97]
raina [109]	raiva [51]
isnan [109]	issan [56]
feller [109]	felder [60]
broek [109]	broer [87]
waalo [109]	maalo [90], kaalo [63]
iikl [109]	iirl [73]
wakara [109]	nakara [98]
íuká [109]	iuká [94]
oflen [109]	ollen [55], ofien [79], oflcn [61]
blaw [109]	blag [89]
escrip [109]	escrib [61]
sicht [109]	richt [94]
ainm [109]	ainn [50]
mufu [109]	rufu [61], mufa [78], tufu [96]
3MINO [109]	3MINA [64]
silli [109]	gilli [89]
berâ [109]	kerâ [55], serâ [97], berc [56]
tóló [109]	kóló [54], tóró [51]
debri [109]	deuri [86]
keegi [109]	keeti [62]
ªilu [109]	ªili [58]
tuksa [109]	taksa [69], tuksi [57], tussa [68], tukca [67]
71â [109]	71i [50]
