Word	OCR variants
purpose [53055]	purposes [15347]
occurrence [52484]	occurrences [13954]
masculine [52160]	masculines [982]
ah [52032]	teh [3240], sah [3885], ae [30177], eh [29205], oh [45286], lih [1851], ahi [4847], rah [3417], ala [25236], ap [45386], aha [11151], aw [44266], av [42228], lah [7703], tah [6621], hah [3033], iah [1453], neh [2792], wah [3774], aye [4978], nah [8314], aya [17720], hoh [1342], ama [32632], toh [4237], tih [3555], yah [4944], pah [4174], sih [2166], heh [1551], muh [1517], yh [2724], nih [4622], noh [5128], ach [5972], leh [3864], huh [2854], kah [7222], dah [7187], meh [3056], hh [6471], gah [2143], mah [14259], ab [37801], iih [1491], dih [1322], ih [26109], aan [13847], aah [2442], deh [3039], aat [5400], cah [1901], aii [3866], uh [13221], aay [3416], bah [3632]
animal [51823]	animals [38380]
plant [51725]	plants [14070]
und [51635]	sind [4737]
respect [51570]	respcct [81]
female [51441]	females [3616]
king [51166]	kings [3440]
proto [50603]	prolo [228]
derivation [50586]	derivations [13413]
stick [50556]	sticks [8458]
lsg [50479]	lsgs [1160], isg [10937]
write [50386]	wrote [12755]
cook [50343]	cooks [2392], oook [199]
friend [50184]	friends [21102]
arrive [50103]	arrives [3398], arrived [36494]
contact [50060]	contacts [6934]
IMP [50047]	IMPR [559], IMPV [4518], JMP [103], IMM [3540], CIMP [57], IMPF [27882], EMP [8703], IMV [472]
phonemes [50042]	phonenes [112]
rain [49833]	rains [4535], rainy [4827]
earlier [49775]	earliest [6958]
glottal [49608]	glottals [866]
stone [49468]	stones [11480]
preceded [49372]	preceeded [228]
mouth [49236]	mouths [1542]
paradigm [49232]	paradigms [30906]
comparative [49143]	comparatives [3434]
ergative [48883]	ergativc [55]
material [48636]	materials [17627]
lost [48604]	lose [18211]
patient [48552]	patients [4447]
younger [48549]	youngest [4276]
older [48513]	elder [27757], oldest [6433]
iâ [48467]	heâ [7779], vâ [7671], aâ [33209], raâ [2113], anâ [2279], itf [1021], câ [18778], itâ [20397], olâ [760], iw [14559], eâ [13445], ih [26109], arâ [1214], ij [27090], gâ [10260], taâ [4877], ttâ [1642], ihâ [436], llâ [2132], inâ [6539], xâ [7533], fiâ [1104], enâ [971], imâ [642], lâ [30869], liâ [2022], tlâ [1881], nâ [28489], miâ [2421], waâ [4003], hcâ [301], siâ [2700], paâ [3515], ftâ [1176], grâ [248], râ [21166], irâ [853], tâ [44389], tiâ [4050], yaâ [3235], kaâ [5502], amâ [1305], wâ [9435], bâ [11684], weâ [5189], niâ [2864], yâ [11100], dâ [21951], laâ [3276], nnâ [649], uâ [15606], fâ [9206], maâ [5634], noâ [4219], iiâ [1894], hâ [12250], moâ [2138], ntâ [1051], pâ [16654], jâ [10038], utâ [1208], kâ [41324], atâ [4377], lhâ [518], mâ [18993], naâ [7579], trâ [1210], oâ [25187], ltâ [1271], coâ [1387], erâ [830], tnâ [695], ifl [1669], caâ [1115], flâ [1133], thâ [3433], sâ [19367]
consists [48309]	consisted [2403]
length [47882]	lengths [1468]
pres [47831]	pret [10782]
pro [47774]	prc [1556], pred [10932], prn [2801], prop [5559], pron [23217], prep [20431]
TOP [47595]	COP [40852], TEMP [5065]
3S [47580]	ASS [8953], 3PS [452], PRS [20072], SS [39782], 3P [26686], POS [12208], DS [21156], 3SM [2799], 3N [5022], 3M [26606], 3A [12514], 3F [11528]
attached [47467]	attaches [10947]
2sg [47315]	2so [828], 2sgu [92], 2sgs [5045], 2sgm [179], 2nsg [374], 2sgo [806], 2sgf [91], isg [10937], 2sga [666]
translation [47305]	translations [14215]
heard [47226]	hears [3675]
eye [47024]	eyes [25172]
nan [47018]	nen [13072], wan [34558], nai [21609], nin [19484], nag [7475], nak [12818], dan [27746], aman [4588], nay [13703], nang [19129], nam [26408], nun [13706], gan [15613], yan [17120], naw [7237], nat [9192], ban [21350], tan [33965], naka [9281], pan [35442]
didn [46935]	didnt [350], dldn [76]
variant [46885]	variants [31202]
pitch [46763]	pilch [124]
horse [46709]	horses [9159]
unit [46634]	units [28824], unity [4673]
narrative [46532]	narratives [10526]
2s [46093]	2sm [752], 2ps [1425], 2so [828], 2p [23649], 2ms [1407], 2sf [314], 2pa [416], 2sa [1253], 2d [7718], ls [45428], prs [11810], 2ns [105], jps [253], 2pl [16207], 2ss [1843]
inanimate [46056]	nonanimate [155], inanimates [3780]
arabic [46043]	aramaic [6937]
origin [45955]	origins [7928]
hair [45650]	hairs [1174]
daughter [45636]	daughters [6112]
fruit [45407]	fruits [8084]
date [45390]	dates [4136], dated [2374]
morning [45278]	mornings [389]
direction [45254]	directions [6947]
degree [45212]	degrees [10879]
pronounced [45039]	pronounccd [322]
interpretation [45024]	interpretations [7601]
road [44928]	roads [2841]
eating [44870]	beating [5909]
letter [44700]	letters [24020]
movement [44624]	movements [3996]
modal [44603]	modals [5424]
PFV [44539]	IPFV [23096], PFM [851], PFCT [1526], PRFV [6502], PRV [878], PFT [4481]
nps [44351]	pps [3674], hps [182], dps [3799], vps [3773]
lower [44262]	lowest [3290]
om [44064]	alm [1149], rom [7517], oll [2120], ond [6604], oud [660], ov [7714], sem [7794], tem [8240], kom [10881], hom [6195], wom [2107], tm [16446], ort [2219], oon [3624], ors [878], ook [4305], orn [1474], orp [337], ove [2282], ok [31237], dom [7135], og [13174], od [17238], oc [16188], ow [20753], erm [1433], os [29493], op [28639]
play [43946]	plays [8350]
velar [43928]	velars [5239]
acc [43557]	accd [590], ace [12009], aced [592]
throw [43476]	threw [12662]
face [43368]	faces [2717]
dance [43301]	dances [3214], dancer [1877], danced [5206], dancc [143]
sh [43271]	ach [5972], zh [3014], eh [29205], ih [26109], tth [1215], tch [1810], gh [12110], nh [10814], tsh [3550], lh [19990], rh [8456], dh [20103], hh [6471], jh [6530], sy [13333], ss [34085], dzh [416], kh [35898], sw [10864], sk [14061], sj [9082], ish [8217], cch [595], sts [1481], sho [6168]
ou [43267]	oui [1111], qu [22007], oi [30461], eau [3187], oe [16450], pou [5550], iu [26071], oa [21504], sou [4667], eu [14883], os [29493], ont [5139]
slot [43244]	slots [11112]
pot [43066]	pots [4353]
CAUS [43038]	CADS [281]
move [42802]	moves [8685], moved [17187]
keep [42655]	keeps [6006]
1PL [42608]	1PI [480], 1PLN [211], 1DL [1273], IPL [4205], 1PLX [140], 1PLU [328]
enclitic [42335]	enclitics [20445]
NHG [42233]	MHG [7118], OHG [5290]
himself [42077]	himselfi [218]
per [41830]	pcr [578]
hot [41703]	heat [11534]
basis [41527]	basing [438]
classifier [41437]	classifiers [28187]
lot [41397]	lots [8430]
reading [41325]	readings [6902]
participant [41059]	participants [34565]
cold [41034]	oold [147]
sea [41020]	seas [981]
comparison [40877]	comparision [116], comparisons [5830]
chief [40633]	chiefs [5542]
cow [40624]	cows [10258], cock [5592]
view [40569]	views [4090]
begin [40569]	begins [19423]
dictionary [40473]	dictionaiy [53]
door [40232]	doors [2382], floor [10748]
period [40215]	periods [5940]
kin [40022]	kith [554], kun [16170], kins [277]
car [40013]	cars [3064], cart [4110]
country [40006]	countiy [124]
intonation [40005]	intonations [557]
paper [39874]	papers [21604]
development [39338]	developments [7400]
dem [39335]	decl [4451], dim [13463], deic [1138], det [23498], dern [419], den [31855], def [31625]
war [39140]	wage [1774], wars [1504]
TR [39091]	PR [25100], TZ [1373], TH [14623], RR [5276], SR [8323], IR [12594], PER [6395], THM [1479], ITR [4145], BR [3665], MR [4139], RNR [313], DUR [13319], DR [6900], NR [8824]
seven [39042]	eleven [8798]
better [38987]	belter [112]
conjugation [38918]	conjugations [7547]
town [38701]	towns [7005]
realized [38431]	realised [15164]
range [38424]	ranges [2889]
lack [38389]	lacks [9062]
answer [38332]	answers [10765]
reciprocal [38150]	reciprocals [4571]
bit [37782]	bite [27517], bits [2387]
mountain [37758]	mountains [11122]
influence [37655]	influences [4933]
les [37612]	ces [6079]
goal [37582]	goals [4455]
usage [37402]	usages [4410]
min [37388]	mii [12223], bin [18304], din [15554], miin [1507], mim [2684], mil [13783], jin [7021], yin [9515], mit [18168], mun [13145], nin [19484], mis [9159], iin [8150], sin [35046], hin [14063]
teacher [37253]	preacher [740], tcacher [73], teachers [9325], teachcr [63]
vol [37218]	vols [4597]
ly [37200]	ncy [464], lly [9316], ty [24688], ln [27582], tly [3229], ory [1378], ry [17429], ery [1456], ely [2220], rly [1344], lis [6958], ity [5382]
placed [36941]	plaoed [51], placcd [126]
AV [36704]	ACD [498], APV [436], BV [901], ACT [20958], AGT [13251], RV [2835], PV [9712], AMB [419], LV [11323], NV [4006], GV [2268], AC [8501], AG [11902], AF [8809], AFF [9498], ELV [199], ICV [968], RQV [225], APP [6054], UV [9832], AVP [406], OV [5954]
shape [36648]	shapes [8546]
love [36555]	loved [5739], loves [5338]
equivalent [36512]	equivalents [8896]
higher [36510]	highest [9617]
finished [36318]	finishes [1373]
bear [36259]	bears [11299]
add [36060]	adds [11721]
san [35955]	sao [3545], han [23232]
island [35901]	islands [19034]
effect [35901]	effects [12644]
exception [35738]	exceptions [26149]
skin [35733]	skins [2030]
age [35670]	aged [4196], ages [4293]
translated [35670]	translates [4716]
tongue [35415]	tongues [2605]
quality [35355]	quantity [17996]
reduced [35201]	reduces [2293]
palatal [35161]	palatals [3196]
utterance [35142]	utterances [13390]
dead [35140]	death [26273]
obj [35113]	sbj [5573], subj [28183], obl [21293], obje [1141], obi [8249]
tie [35047]	tied [15713]
cat [34862]	rat [18429], cats [3249], goat [27090], calf [8399]
deictic [34861]	dcictic [164], deictics [7633]
hole [34718]	holed [215], holes [5466]
overt [34340]	covert [3900]
wind [34238]	winds [1512]
hat [34142]	coat [6340], hats [1691], hay [15481], mat [34094], lhat [2844]
mr [34023]	sir [15298], ms [30840], mrs [9069], mt [21022], br [12566], dr [28361]
01 [34017]	0b [375], ll1 [607], 0f [921], c1 [3207], l1 [5526]
poss [33922]	possd [228], possr [179]
CHAPTER [33903]	CHAPTERS [221]
double [33897]	doubled [6755]
illustrate [33876]	illustrates [21628]
accent [33800]	acccnt [292], accents [2764]
fricative [33745]	fricatives [16651]
remains [33708]	retains [6330], remained [12647]
directional [33612]	directionals [7511]
VI [33560]	CII [866], LII [238], VC [12846], XI [7270], NI [10376], VPV [68], VH [3575], AI [14401], TI [12414], XXI [1528], VA [2256], CI [6097], VAI [1027], VTI [566], XII [3995], VJ [2513], VL [2654], VM [716], VN [10495], XVI [2854], VT [8706], VW [764], VX [942], VII [15108], HI [8863]
alternation [33240]	alternations [22361]
canoe [33202]	canoc [115], canoes [4163]
mode [33106]	modes [7532]
absence [33049]	absense [66]
differ [33015]	differs [18999]
condition [32921]	conditions [30619]
region [32822]	regions [7898]
remain [32789]	retain [9368]
pers [32746]	pcrs [409], perso [3433]
omitted [32664]	ommitted [101]
belong [32633]	belongs [20157]
imp [32614]	comp [22214], impv [5397], impf [22175], impt [931]
PF [32508]	PAS [3424], PEW [210], PER [6395], PRV [878], ERF [169], PR [25100], PRG [4244], PRF [17730], PT [27803], PRI [1670], NF [27227], PA [20911], PRP [3904], PRS [20072], PTP [1335], AF [8809], AFF [9498], IPF [7831], PRC [1552], PFM [851], PFT [4481], PSV [533]
society [32455]	societv [60]
leg [32427]	legs [11425]
heart [32373]	hearts [2096]
creole [32345]	creoles [10293]
DIR [32299]	DUR [13319], DIST [23737], DIS [2509]
catch [32159]	snatch [2102]
ua [32146]	uei [595], rua [7981], roa [2468], oua [620], uau [412], ala [25236], uai [1989], uan [2327], uaa [692], uva [2068], uae [949], nua [4413], aua [2347], ena [15429], ria [6947], loa [5979], lia [6576], mia [10296], iaa [1585], lua [4196], usu [3922], mua [4697], ira [13350], toa [4374], tia [10151], kua [8661], lea [6749], nia [15526], mea [7014], aoa [930], iua [633], fua [1470], noa [5793], oia [1520], uma [11441], iia [4961], tua [10588], kia [9045], ita [23721], ora [9062], uta [6325], ura [8051], ata [20041], uu [26892], uw [8369], ila [15391], oa [21504], uo [18376], ui [27127], utu [3501], ue [14380], aia [3177]
spread [32063]	spreads [3599]
00 [31957]	f0 [596], 0t [855], i0 [1042], 0b [375], l0 [1357], 0o [1090], o0 [623]
page [31909]	pages [11088]
cloth [31901]	cloths [1343]
pay [31846]	pays [2191], paid [8337]
send [31833]	sends [1424], sent [26011], lend [5573]
statement [31775]	statements [15572]
value [31771]	values [13775]
provide [31707]	provides [24853]
wh [31679]	whp [393]
assimilation [31434]	dissimilation [5192]
feel [31357]	feels [3772]
spear [31341]	spears [4276]
sitting [31330]	silting [89]
split [31244]	splits [1649]
boundary [31166]	boundarie [60]
basket [31086]	baskets [4595]
orthography [31084]	orthographic [9673]
hundred [31050]	hundreds [4221]
IS [31037]	AS [13223], PS [11790], ING [837], ION [730], IP [18188], IR [12594], IT [14356], IH [4139], ISI [502], IM [9375], IO [15160], IA [9414], IC [8299], HAS [1010], ID [12809], ES [5756], IF [6122]
garden [30937]	gardens [3527]
AN [30783]	MEN [601], AGE [827], NAN [434], ATI [428], AIM [181], EEN [74], AKO [154], DEN [376], FUN [85], AKE [80], AMO [76], AMA [225], SON [651], NUN [181], ION [730], ARC [195], EN [5012], ABE [205], HAN [221], AI [14401], AL [6698], AS [13223], AT [11103], AIR [171], ON [12610], LAN [450], ANN [258], AHI [221], ARA [586], API [314], MON [387], ANY [394], MAN [5162]
living [30748]	jiving [76]
earth [30564]	hearth [1891]
aux [30467]	auxp [172], auxl [419]
problem [30364]	problems [19855]
deleted [30349]	deletes [3863]
pst [30264]	rpst [186], npst [6242], dist [10592], prst [1569]
instrument [30260]	instruments [5715]
require [30178]	requires [24711]
allow [30175]	allows [16109]
typical [30054]	atypical [1162]
indian [30025]	indians [14198]
TO [29887]	WHO [1212]
angry [29850]	hungry [20971], angiy [65]
choice [29817]	choices [3085]
space [29777]	spaces [1784]
kw [29757]	gw [9365], kwi [6710], kwh [322], iw [14559], khw [668], tkw [519], vw [2191], mbw [291], cw [4799], xw [6857], skw [1006], rw [5967], pw [4954], lw [8217], ngw [1059], tsw [601], nw [7579], ikw [733], fw [3130], kkw [160], jw [4763], hw [6182], ww [3089], mpw [96], bw [4518], kkh [293], nkw [675], kb [5622], qw [3638], kpw [121], kk [9648], kj [5315], uw [8369], sw [10864], kn [11354], kl [21512], ks [12263], mw [9494], kp [10247], kt [14032], ky [11556]
intr [29742]	lntr [795], intrv [313], vintr [3648]
pronunciation [29698]	pronunciations [3839], pronounciation [441]
characteristic [29688]	characteristics [27899]
ant [29685]	att [6982], cont [17098], ants [5626]
shift [29644]	shifts [7616]
loan [29583]	loans [16044]
piece [29494]	pieces [18196]
existential [29419]	existentials [1586]
mind [29380]	minds [1537]
COMP [29366]	COMPL [9238]
agree [29180]	agrees [13740]
applied [29172]	applies [29072]
meet [29119]	greet [5931]
scope [28985]	scopes [241], scopc [51]
ith [28947]	wlth [1723], wtth [806], vith [4584], lith [1095], vlth [723], rith [961], hith [306], wfth [272], vdth [254]
glide [28906]	glides [12005]
hen [28900]	wben [467], vhen [1636], hens [1152], wen [13596], horn [11838]
ek [28808]	sak [9180], yek [3318], tek [6604], ej [10626], sok [3936], ef [10077], tik [8683], pok [4072], ez [10729], sek [3256], ep [16758], tak [16641], hak [4955], yok [3715], nek [5085], wek [2117], lok [6515], nok [6316], enn [2029], lik [8746], rek [2433], jak [4454], yak [12341], pek [2423], jek [1344], eus [644], hek [1636], nik [6148], kek [2222], lak [10750], kak [7537], enk [954], lek [5420], cek [1308], dok [3992], mek [6371], mak [12815], hik [2482], eko [3178], bek [2784], eki [2600], ett [1894], ekh [273], cik [3179], eka [4943], dek [2552], uk [21328], nak [12818], aek [457], eks [395], bak [7263]
num [28776]	nump [899], nurn [209]
month [28737]	months [13512]
tion [28694]	ition [1890], ation [7075], ption [487], tions [7744], ution [377], ction [2509], ssion [513], sion [2835]
idea [28664]	ideas [8123]
share [28454]	shared [21601], shares [6869]
involve [28425]	involves [27964]
ablative [28408]	ablatives [366], allative [13510], ablatival [91]
austronesian [28378]	austroneslan [59]
1S [28355]	ASS [8953], 1P [8921], PAS [3424], RES [9554], DES [3542], 1SN [240], POS [12208], 1SP [56], PRS [20072], RLS [8465]
